#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
TA|832A|28.284401|-99.974297|238.0|Faith Ranch, Carrizo Springs, TX, USA|2009-12-07T00:00:00|2011-10-12T23:59:59
TA|833A|28.323601|-99.393898|171.0|Chaparral WMA, Artesia Wells, TX, USA|2009-12-04T00:00:00|2019-03-05T23:59:59
TA|834A|28.125099|-98.551903|151.0|Tilden, TX, USA|2009-12-21T00:00:00|2011-10-10T23:59:59
TA|835A|28.287001|-97.829697|57.0|Beeville, TX, USA|2009-12-21T00:00:00|2011-11-13T23:59:59
TA|857A|28.267|-82.229103|50.0|Zephyrhills, FL, USA|2012-02-17T00:00:00|2013-08-26T23:59:59
TA|858A|28.212601|-81.361603|27.0|St. Cloud, FL, USA|2012-02-14T00:00:00|2013-08-26T23:59:59
TA|859A|28.0592|-80.898399|13.0|Kempfer Cattle CO., St. Cloud, FL, USA|2012-02-15T00:00:00|2013-11-08T23:59:59
TA|933A|27.6133|-99.274597|214.0|Laredo, TX, USA|2010-01-07T00:00:00|2011-11-16T23:59:59
TA|934A|27.601801|-98.519203|144.0|Benavides, TX, USA|2009-12-20T00:00:00|2011-11-16T23:59:59
TA|936A|27.420799|-97.309097|-3.0|North Padre Island, Corpus Christi, TX, USA|2010-01-13T00:00:00|2011-11-18T23:59:59
TA|957A|27.6702|-82.235703|35.0|Wimauma, FL, USA|2012-02-18T00:00:00|2013-08-25T23:59:59
TA|958A|27.585501|-81.754303|30.0|Wauchula, FL, USA|2012-03-07T00:00:00|2013-08-26T23:59:59
TA|959A|27.524|-80.879097|23.0|Okeechobee, FL, USA|2012-03-08T00:00:00|2013-11-07T23:59:59
TA|A04A|48.7197|-122.707001|23.0|Legoe Bay, Lummi Island, WA, USA|2004-09-19T00:00:00|2008-02-19T23:59:59
TA|A04D|48.7201|-122.706299|13.0|Lummi Island, WA, USA|2010-08-18T00:00:00|2016-05-16T23:59:59
TA|A05A|48.998299|-122.085197|174.3|Maple Falls, WA, USA|2005-11-25T00:00:00|2009-01-08T23:59:59
TA|A06A|49.098301|-121.4804|576.0|Chilliwack, BC, CAN|2006-10-18T00:00:00|2008-05-21T23:59:59
TA|A07A|49.048|-120.383698|1842.0|Ashnola River, Keremeos, BC, CAN|2006-10-14T00:00:00|2008-06-17T23:59:59
TA|A08A|48.9534|-119.272499|1089.0|Turner Farm, Oroville, WA, USA|2006-09-14T00:00:00|2008-05-17T23:59:59
TA|A09A|48.975201|-118.585098|931.0|Danville, WA, USA|2006-09-13T00:00:00|2008-05-17T23:59:59
TA|A10A|48.9813|-117.558601|688.0|Northport, WA, USA|2006-08-30T00:00:00|2008-06-14T23:59:59
TA|A11A|48.958|-116.363098|1455.0|Hall Mountain, Copeland, ID, USA|2006-10-10T00:00:00|2008-06-12T23:59:59
TA|A12A|48.933899|-115.652603|928.0|Yaak River Ranch, Troy, MT, USA|2006-09-27T00:00:00|2009-08-05T23:59:59
TA|A13A|48.932999|-114.413498|1199.0|Flathead National Forest, Polebridge, MT, USA|2006-09-28T00:00:00|2009-08-06T23:59:59
TA|A14A|48.9725|-113.421799|1420.0|Double T Ranch, Babb, MT, USA|2007-09-03T00:00:00|2009-08-13T23:59:59
TA|A15A|48.977699|-112.732697|1236.0|Johnson Ranch, Cut Bank, MT, USA|2007-09-13T00:00:00|2009-08-13T23:59:59
TA|A16A|48.9482|-111.596802|1394.0|West Butte Ranch, Sweetgrass, MT, USA|2007-09-16T00:00:00|2009-08-11T23:59:59
TA|A17A|48.944801|-110.699402|973.0|Triple J Farms, Joplin, MT, USA|2007-11-17T00:00:00|2009-08-16T23:59:59
TA|A18A|48.9198|-109.845901|804.0|Metzger Ranch, Havre, MT, USA|2007-11-20T00:00:00|2009-09-03T23:59:59
TA|A19A|48.9286|-108.742897|971.0|Klindworth Farms, Hogeland, MT, USA|2008-08-27T00:00:00|2010-07-20T23:59:59
TA|A19K|70.2043|-161.0713|24.0|Wainwright, AK, USA|2017-09-26T00:00:00|2020-09-22T23:59:59
TA|A20A|48.879902|-107.925697|868.0|Cobblestone Ranch, Loring, MT, USA|2008-09-11T00:00:00|2010-07-20T23:59:59
TA|A21A|48.991199|-106.9254|779.0|Bergtoll Ranch, Theony, MT, USA|2008-09-17T00:00:00|2010-07-19T23:59:59
TA|A21K|71.3221|-156.6175|5.0|Barrow, AK, USA|2014-05-28T00:00:00|2020-03-02T23:59:59
TA|A22A|48.992599|-105.915298|861.0|Carney Farms, Richland, MT, USA|2008-09-16T00:00:00|2010-07-15T23:59:59
TA|A22K|71.0033|-154.9742|6.0|Sinclair Lake, AK, USA|2017-08-19T00:00:00|2020-09-22T23:59:59
TA|A23A|48.959202|-104.878601|665.0|Redstone, MT, USA|2008-09-10T00:00:00|2010-07-14T23:59:59
TA|A24A|48.923901|-104.001801|677.0|Westby, ND, USA|2008-09-12T00:00:00|2010-07-14T23:59:59
TA|A25A|48.938801|-103.112801|584.0|Svangstu Ranch, Noonan, ND, USA|2009-07-24T00:00:00|2011-07-22T23:59:59
TA|A26A|48.897301|-102.038002|570.0|Wade Farm, Kenmare, ND, USA|2009-07-23T00:00:00|2011-07-25T23:59:59
TA|A27A|48.9533|-101.2407|466.0|Ledoux Ranch, Antler, ND, USA|2009-08-06T00:00:00|2011-07-21T23:59:59
TA|A28A|48.909599|-100.266899|692.0|Rude Farm, Bottineau, ND, USA|2009-08-11T00:00:00|2011-07-16T23:59:59
TA|A29A|48.922798|-99.232101|480.0|Manning Farm, Rocklake, ND, USA|2009-08-20T00:00:00|2011-07-19T23:59:59
TA|A30A|48.940201|-98.300903|484.0|Hoffart Farm, Langdon, ND, USA|2009-08-19T00:00:00|2011-07-15T23:59:59
TA|A31A|48.931999|-97.188797|244.0|Linda, St. Vincent, MN, USA|2010-08-25T00:00:00|2012-06-23T23:59:59
TA|A32A|48.917198|-96.4935|322.0|Rocking H Ranch, Lancaster, MN, USA|2010-10-23T00:00:00|2012-06-10T23:59:59
TA|A33A|48.937099|-95.390404|329.0|Warroad, MN, USA|2010-09-28T00:00:00|2012-09-07T23:59:59
TA|A36M|71.9871|-125.2472|32.0|Sachs Harbour, NT, CAN|2013-09-02T00:00:00|2021-08-05T23:59:59
TA|ABTX|32.623798|-99.643097|502.0|Abilene, Hawley, TX, USA|2009-02-12T00:00:00|2018-08-15T23:59:59
TA|B04A|48.057499|-123.503998|293.8|Port Angeles, WA, USA|2005-10-21T00:00:00|2008-02-15T23:59:59
TA|B05A|48.264099|-122.096001|154.5|Bryant, WA, USA|2005-11-25T00:00:00|2008-02-20T23:59:59
TA|B05D|48.264099|-122.096001|153.0|Stanwood, WA, USA|2010-08-23T00:00:00|2016-05-18T23:59:59
TA|B06A|48.518299|-121.484497|75.0|Marblemount, WA, USA|2006-09-17T00:00:00|2008-11-12T23:59:59
TA|B07A|48.460701|-120.119698|781.0|Winthrop, WA, USA|2006-09-15T00:00:00|2008-05-15T23:59:59
TA|B08A|48.358398|-119.333199|696.0|Colville Reservation, Omak, WA, USA|2006-11-07T00:00:00|2008-11-12T23:59:59
TA|B09A|48.4226|-118.148804|630.0|Rice, WA, USA|2006-09-01T00:00:00|2008-06-13T23:59:59
TA|B10A|48.2995|-117.225197|585.0|Chitwood Farm, Usk, WA, USA|2006-08-30T00:00:00|2008-06-11T23:59:59
TA|B11A|48.4366|-116.367401|870.0|Sandpoint, ID, USA|2006-10-05T00:00:00|2008-06-12T23:59:59
TA|B12A|48.469398|-115.588898|764.0|Libby, MT, USA|2006-09-23T00:00:00|2009-08-07T23:59:59
TA|B13A|48.373901|-114.467598|933.0|Whitefish, MT, USA|2006-09-25T00:00:00|2009-08-07T23:59:59
TA|B14A|48.360901|-113.272903|1529.0|Marquette Ranch, East Glacier, MT, USA|2007-09-14T00:00:00|2009-08-10T23:59:59
TA|B15A|48.312901|-112.561897|1222.0|Bradely Ranch, Valier, MT, USA|2007-09-11T00:00:00|2009-08-14T23:59:59
TA|B16A|48.4128|-111.707298|1038.0|M & M Farms, Shelby, MT, USA|2007-09-26T00:00:00|2009-08-12T23:59:59
TA|B17A|48.292099|-110.798798|894.0|L&G Farms, Chester, MT, USA|2007-11-15T00:00:00|2009-09-05T23:59:59
TA|B18A|48.394299|-109.777496|950.0|Beardsley Farm, Havre, MT, USA|2007-11-14T00:00:00|2009-09-04T23:59:59
TA|B18K|69.3641|-161.8016|222.0|Kokolik River, AK, USA|2017-09-29T00:00:00|2020-09-22T23:59:59
TA|B19A|48.455101|-108.944298|803.0|Brinkman Farms, Chinook, MT, USA|2008-09-03T00:00:00|2010-07-18T23:59:59
TA|B20A|48.4389|-108.020897|827.0|Solberg Farm, Malta, MT, USA|2008-09-12T00:00:00|2010-07-18T23:59:59
TA|B20K|70.0079|-157.1599|74.6|Meade River, AK, USA|2017-08-11T00:00:00|2020-09-22T23:59:59
TA|B21A|48.427799|-107.016602|661.0|Ellsworth Farm, Hinsdale, MT, USA|2008-09-05T00:00:00|2010-07-18T23:59:59
TA|B21K|69.6211|-154.6128|92.0|Ikpikpuk River, AK, USA|2017-08-14T00:00:00|2020-08-14T23:59:59
TA|B22A|48.3008|-105.996399|836.0|Reddig Ranch South, Frazer, MT, USA|2008-09-14T00:00:00|2010-07-15T23:59:59
TA|B22K|70.34|-153.4196|49.7|Teshekpuk Lake, AK, USA|2017-08-11T00:00:00|2020-09-22T23:59:59
TA|B23A|48.464298|-104.990898|716.0|Brockton, MT, USA|2008-09-17T00:00:00|2010-07-15T23:59:59
TA|B25A|48.271599|-103.161301|705.0|Knox Farm, Ray, ND, USA|2009-07-28T00:00:00|2011-07-24T23:59:59
TA|B26A|48.376202|-102.2341|708.0|Jensen Ranch, Palermo, ND, USA|2009-07-29T00:00:00|2011-07-24T23:59:59
TA|B27A|48.4044|-101.260002|492.0|Peters Farms, Glenburn, ND, USA|2009-08-05T00:00:00|2011-06-11T23:59:59
TA|B28A|48.4492|-100.361603|451.0|Dugan Ranch, Towner, ND, USA|2009-08-10T00:00:00|2011-07-16T23:59:59
TA|B29A|48.464901|-99.3535|460.0|Wagenman Farm, Cando, ND, USA|2009-08-21T00:00:00|2011-07-19T23:59:59
TA|B30A|48.4505|-98.328598|480.0|Myrvik Farm, Edmore, ND, USA|2009-08-18T00:00:00|2011-07-18T23:59:59
TA|B31A|48.423599|-97.649498|279.0|Greenbush Farm, Park River, ND, USA|2010-08-12T00:00:00|2012-06-23T23:59:59
TA|B32A|48.3951|-96.536301|335.0|Ashes, Strandquist, MN, USA|2010-08-14T00:00:00|2012-06-09T23:59:59
TA|B33A|48.272202|-95.587997|362.0|Robert and Kassanda Mosher, Grygla, MN, USA|2010-10-22T00:00:00|2012-06-09T23:59:59
TA|B34A|48.486|-94.650101|354.0|Aery, Baudette, MN, USA|2010-09-14T00:00:00|2012-08-02T23:59:59
TA|B35A|48.360298|-93.726097|358.0|Bob, Littlefork, MN, USA|2010-10-19T00:00:00|2012-08-07T23:59:59
TA|BGNE|41.408298|-98.1502|573.0|Belgrade, NE, USA|2008-10-18T00:00:00|2018-08-15T23:59:59
TA|BNLO|37.1311|-122.172897|794.0|Ben Lomond (Santa Cruz Mountains), CA, USA|2005-04-20T00:00:00|2007-09-02T23:59:59
TA|BRSD|44.443001|-98.956299|519.0|Miller, SD, USA|2008-10-05T00:00:00|2010-06-29T23:59:59
TA|C03A|47.947498|-124.5662|48.4|Quillayute Airport, Forks, WA, USA|2005-10-20T00:00:00|2008-02-14T23:59:59
TA|C04A|47.717201|-122.971802|53.0|Brinnon, WA, USA|2005-10-22T00:00:00|2008-02-18T23:59:59
TA|C05A|47.694698|-121.689499|541.0|Tolt Reservoir, WA, USA|2005-11-29T00:00:00|2008-02-21T23:59:59
TA|C06A|47.923|-120.894402|594.0|Tall Timber Ranch, Leavenworth, WA, USA|2006-09-13T00:00:00|2008-05-16T23:59:59
TA|C06D|47.922901|-120.894302|544.0|Leavenworth, WA, USA|2010-08-30T00:00:00|2016-05-17T23:59:59
TA|C07A|47.690201|-120.061302|863.0|Waterville, WA, USA|2006-09-19T00:00:00|2008-05-16T23:59:59
TA|C08A|47.784901|-119.045403|783.0|Higginbotham Farm, Almira, WA, USA|2006-09-21T00:00:00|2008-05-14T23:59:59
TA|C09A|47.800598|-118.274101|495.0|Chrisman Ranch, Davenport, WA, USA|2006-09-19T00:00:00|2009-01-08T23:59:59
TA|C10A|47.819199|-117.307701|684.0|Spilker Farm, Colbert, WA, USA|2006-09-06T00:00:00|2008-06-11T23:59:59
TA|C11A|47.839699|-116.255699|914.0|Tepee Creek (NFS), Magee, ID, USA|2007-08-28T00:00:00|2009-07-18T23:59:59
TA|C12A|47.703899|-115.481102|782.0|Trout Creek, MT, USA|2006-09-22T00:00:00|2006-12-03T23:59:59
TA|C12B|47.709202|-115.474998|801.0|Naegeli Ranch, Trout Creek, MT, USA|2007-08-27T00:00:00|2009-08-02T23:59:59
TA|C13A|47.679501|-114.573502|976.0|Hot Springs, MT, USA|2006-09-21T00:00:00|2009-08-04T23:59:59
TA|C14A|47.7687|-113.746803|1173.0|Swan Lake, MT, USA|2006-10-03T00:00:00|2009-08-08T23:59:59
TA|C15A|47.775002|-112.607201|1522.0|Salmond Ranch, Choteau, MT, USA|2007-09-09T00:00:00|2009-08-14T23:59:59
TA|C16A|47.801201|-111.745796|1240.0|Fuhringer Ranch, Dutton, MT, USA|2007-09-02T00:00:00|2009-08-12T23:59:59
TA|C16K|68.2746|-165.3436|102.0|Lisburne Hills, AK, USA|2017-08-26T00:00:00|2020-09-22T23:59:59
TA|C17A|47.632702|-110.762604|1080.0|Wharram Farm, Highwood, MT, USA|2007-09-01T00:00:00|2009-09-06T23:59:59
TA|C17K|68.4753|-163.1776|498.0|DeLong Mountains, AK, USA|2017-08-27T00:00:00|2020-08-11T23:59:59
TA|C18K|68.6483|-161.1943|845.0|Utukok River, AK, USA|2017-08-29T00:00:00|2020-09-22T23:59:59
TA|C19A|47.734299|-109.048897|966.0|Slack Wire Ranch, Winifred, MT, USA|2008-08-22T00:00:00|2010-06-04T23:59:59
TA|C19K|69.1049|-159.5874|745.0|Lookout Ridge, AK, USA|2017-08-29T00:00:00|2020-09-22T23:59:59
TA|C20A|47.713299|-108.004204|781.0|Veseth Ranch, Zortman, MT, USA|2008-08-24T00:00:00|2010-07-22T23:59:59
TA|C21A|47.826401|-107.096001|804.0|Desert Coulee Ranch, Glasgow, MT, USA|2008-09-04T00:00:00|2010-07-21T23:59:59
TA|C21K|69.1565|-154.7833|409.0|Knifeblade Ridge, AK, USA|2017-08-17T00:00:00|2020-09-22T23:59:59
TA|C22A|47.745602|-105.884102|745.0|Vida, MT, USA|2008-09-07T00:00:00|2010-07-16T23:59:59
TA|C23A|47.802601|-105.184402|729.0|Lambert, MT, USA|2008-09-09T00:00:00|2010-07-12T23:59:59
TA|C23K|69.836|-150.6126|179.0|Itkillik River, AK, USA|2016-06-20T00:00:00|2020-09-22T23:59:59
TA|C24A|47.530201|-104.425201|713.0|Savage, MT, USA|2008-09-18T00:00:00|2010-08-03T23:59:59
TA|C24K|69.72|-148.7009|115.0|Franklin Bluffs, AK, USA|2016-06-17T00:00:00|2021-06-06T23:59:59
TA|C25A|47.712399|-103.255798|700.0|Freed Ranch, Watford, ND, USA|2009-07-25T00:00:00|2011-08-24T23:59:59
TA|C26A|47.825901|-102.095703|656.0|Wahner Farm, Parshall, ND, USA|2009-07-26T00:00:00|2011-06-09T23:59:59
TA|C26K|69.9175|-144.9122|139.0|Camden Bay, AK, USA|2016-06-24T00:00:00|2020-09-22T23:59:59
TA|C27A|47.713902|-101.502899|602.0|Sayler Ranch, Douglas, ND, USA|2009-07-22T00:00:00|2011-06-11T23:59:59
TA|C27K|69.626|-143.7114|392.0|Jago River, AK, USA|2016-06-23T00:00:00|2020-09-22T23:59:59
TA|C28A|47.715698|-100.3871|524.0|Hausauer Farms, Kief, ND, USA|2009-08-12T00:00:00|2011-06-29T23:59:59
TA|C30A|47.702599|-98.478302|480.0|Mose, Pekin, ND, USA|2009-08-06T00:00:00|2011-07-14T23:59:59
TA|C31A|47.792702|-97.733597|384.0|Landman Farms, Northwood, ND, USA|2010-08-23T00:00:00|2012-06-25T23:59:59
TA|C32A|47.8255|-96.528099|286.0|Crookston, MN, USA|2010-10-23T00:00:00|2012-06-25T23:59:59
TA|C33A|47.758598|-95.772499|388.0|Trail, MN, USA|2010-08-26T00:00:00|2012-09-11T23:59:59
TA|C34A|47.650101|-94.910599|441.0|RKJ Ranch, Bemidji, MN, USA|2010-10-20T00:00:00|2012-07-29T23:59:59
TA|C35A|47.700699|-93.976303|426.0|Jirik Farms, Max, MN, USA|2010-09-12T00:00:00|2012-08-09T23:59:59
TA|C36A|47.757999|-92.837799|410.0|Pine Crest Farm, Angora, MN, USA|2010-09-16T00:00:00|2012-08-02T23:59:59
TA|C36M|69.3475|-124.0703|10.0|Paulatuk, NT, CAN|2013-08-21T00:00:00|2021-08-05T23:59:59
TA|C37A|47.728298|-92.185303|447.0|Embarrass, MN, USA|2010-09-17T00:00:00|2012-08-14T23:59:59
TA|C38A|47.717098|-91.273201|498.0|Sawbill Land. Superior Nat. Forest USFS, MN, USA|2010-09-18T00:00:00|2012-08-16T23:59:59
TA|C39A|47.817101|-90.128899|341.0|Grand Marais, MN, USA|2010-09-18T00:00:00|2012-08-11T23:59:59
TA|C40A|47.915401|-89.151398|216.0|Isle Royale National Park, MI, USA|2011-09-28T00:00:00|2013-09-18T23:59:59
TA|D03A|47.1161|-123.7714|31.0|Wishkah Elem. School, Wishkah, WA, USA|2004-09-16T00:00:00|2008-02-13T23:59:59
TA|D03D|47.534698|-123.089401|262.0|Eldon, WA, USA|2010-08-25T00:00:00|2016-06-15T23:59:59
TA|D04A|47.110901|-122.803497|31.1|Dobbs Creek Ranch, Lacey, WA, USA|2005-10-24T00:00:00|2008-03-29T23:59:59
TA|D04D|47.1786|-122.772301|37.0|Lakebay, WA, USA|2010-08-19T00:00:00|2012-10-04T23:59:59
TA|D04E|47.1786|-122.7715|45.0|Lakebay, WA, USA|2012-10-11T00:00:00|2016-06-08T23:59:59
TA|D05A|47.188099|-121.9888|266.4|Enumclaw, WA, USA|2005-11-22T00:00:00|2008-12-03T23:59:59
TA|D06A|47.193501|-120.844498|575.0|Cle Elum, WA, USA|2006-09-12T00:00:00|2008-05-12T23:59:59
TA|D07A|47.1936|-119.973198|453.0|Quincy, WA, USA|2006-08-30T00:00:00|2008-05-10T23:59:59
TA|D08A|47.057301|-118.920998|385.0|Wollman Farm, Schrag, WA, USA|2006-08-29T00:00:00|2008-11-12T23:59:59
TA|D09A|47.061501|-118.309196|540.0|Jones Farm, Ritzville, WA, USA|2006-08-30T00:00:00|2008-06-10T23:59:59
TA|D10A|47.054699|-117.275902|775.0|Wagner Farm, Oakesdale, WA, USA|2006-09-23T00:00:00|2008-06-19T23:59:59
TA|D11A|47.047699|-116.335297|849.0|Klaveano Farm, Fernwood, ID, USA|2006-11-11T00:00:00|2008-06-07T23:59:59
TA|D12A|47.052799|-115.352501|1135.0|Red Ives Forest Station, Avery, ID, USA|2006-11-08T00:00:00|2009-07-21T23:59:59
TA|D13A|47.094299|-114.458702|1000.0|Huson, MT, USA|2006-10-06T00:00:00|2009-07-17T23:59:59
TA|D14A|47.0816|-113.506203|1444.0|Greenough, MT, USA|2006-10-04T00:00:00|2009-07-16T23:59:59
TA|D15A|47.041801|-112.520401|1593.0|Lincoln, MT, USA|2006-10-05T00:00:00|2009-07-15T23:59:59
TA|D16A|47.0308|-111.549202|1427.0|Dana Ranch, Cascade, MT, USA|2007-09-27T00:00:00|2009-07-14T23:59:59
TA|D17A|47.152302|-110.687302|1535.0|Six Diamond Ranch, Ranyesford, MT, USA|2007-10-13T00:00:00|2009-09-11T23:59:59
TA|D17K|67.6988|-163.0831|172.0|Noatak River, AK, USA|2017-08-26T00:00:00|2020-10-20T23:59:59
TA|D18A|47.196098|-109.802299|1202.0|Linhart Farms, Moccasin, MT, USA|2007-10-15T00:00:00|2009-09-10T23:59:59
TA|D19A|47.1646|-108.879997|1047.0|Cripps Ranch, Grass Range, MT, USA|2008-08-29T00:00:00|2010-06-05T23:59:59
TA|D19K|68.4946|-158.1151|671.0|Kuna River, AK, USA|2017-08-18T00:00:00|2021-05-28T23:59:59
TA|D20A|47.091099|-108.1362|902.0|Manuel Ranch, Winnett, MT, USA|2008-08-15T00:00:00|2010-06-05T23:59:59
TA|D20K|68.7132|-156.6132|577.0|Etivluk River, AK, USA|2017-08-18T00:00:00|2020-09-22T23:59:59
TA|D21A|47.0658|-106.993896|934.0|La Casta Ranch, Jordon, MT, USA|2008-08-21T00:00:00|2010-07-10T23:59:59
TA|D22A|47.149799|-106.179703|791.0|Cohagen, MT, USA|2008-09-06T00:00:00|2010-07-16T23:59:59
TA|D22K|68.8799|-152.6821|532.0|Ayikyak River, AK, USA|2017-08-17T00:00:00|2020-09-22T23:59:59
TA|D23A|47.173|-105.2071|895.0|Lindsay, MT, USA|2008-09-19T00:00:00|2010-07-13T23:59:59
TA|D23K|68.9656|-150.6807|406.0|Nanushuk River, AK USA|2016-06-19T00:00:00|2021-06-05T23:59:59
TA|D24A|47.1152|-104.327003|766.0|Glendive, MT, USA|2008-09-19T00:00:00|2010-08-03T23:59:59
TA|D24K|69.1532|-148.8233|292.0|Happy Valley, AK, USA|2016-06-15T00:00:00|2020-10-01T23:59:59
TA|D25A|47.150799|-103.320297|850.0|Fairfield, ND, USA|2009-07-22T00:00:00|2011-06-18T23:59:59
TA|D25K|69.322|-146.3751|770.0|Kavik River, AK, USA|2016-06-22T00:00:00|2020-09-22T23:59:59
TA|D26A|47.030102|-102.435699|693.0|Manning, ND, USA|2009-07-23T00:00:00|2011-07-27T23:59:59
TA|D27A|47.108101|-101.525398|685.0|Center, ND, USA|2009-07-17T00:00:00|2011-06-08T23:59:59
TA|D27M|69.243|-140.9648|896.0|Malcolm River, YT, CAN|2017-08-20T00:00:00|2021-07-19T23:59:59
TA|D28A|47.192902|-100.569199|621.0|Regan, ND, USA|2009-08-04T00:00:00|2011-06-29T23:59:59
TA|D28M|69.3286|-138.7367|32.0|Stokes Point, YT, CAN|2017-08-19T00:00:00|2021-07-19T23:59:59
TA|D29A|47.060501|-99.595703|551.0|Pettibone, Tappen, ND, USA|2009-08-05T00:00:00|2011-06-28T23:59:59
TA|D30A|47.1082|-98.757599|465.0|Buchanan, ND, USA|2009-08-07T00:00:00|2011-06-25T23:59:59
TA|D31A|47.0481|-97.722603|359.0|Mcclaflin, Tower City, ND, USA|2010-08-11T00:00:00|2012-06-21T23:59:59
TA|D32A|47.135399|-97.016403|280.0|Dogwood Acres, Gardner, ND, USA|2010-08-15T00:00:00|2012-06-21T23:59:59
TA|D33A|47.1404|-95.844803|466.0|AnnSam, Waubun, MN, USA|2010-08-28T00:00:00|2012-06-22T23:59:59
TA|D34A|47.085098|-95.195198|476.0|Park Rapids, MN, USA|2010-08-25T00:00:00|2012-06-22T23:59:59
TA|D35A|47.081001|-94.052902|427.0|Remer, MN, USA|2010-08-27T00:00:00|2012-07-30T23:59:59
TA|D36A|47.176498|-93.164497|434.0|Goodland, MN, USA|2010-08-28T00:00:00|2012-08-09T23:59:59
TA|D37A|47.1581|-92.426201|413.0|Cotton, MN, USA|2010-08-29T00:00:00|2012-08-15T23:59:59
TA|D41A|47.060501|-88.565697|271.0|Chassel, MI, USA|2011-09-11T00:00:00|2013-11-26T23:59:59
TA|D46A|46.890999|-84.035698|353.0|Sault St. Marie, ON, CAN|2012-10-23T00:00:00|2014-09-07T23:59:59
TA|D47A|47.055801|-83.103798|498.0|Chapleau, ON, CAN|2012-10-25T00:00:00|2014-09-06T23:59:59
TA|D48A|47.174301|-81.807198|434.0|Paudash Township, ON, CAN|2012-10-27T00:00:00|2014-09-01T23:59:59
TA|D49A|47.272598|-81.356201|416.0|Beulah Township, ON, CAN|2012-10-31T00:00:00|2014-08-29T23:59:59
TA|D50A|47.166801|-79.841202|331.0|G1974 Best Township, ON, CAN|2012-10-19T00:00:00|2014-08-24T23:59:59
TA|D51A|47.090401|-79.373299|282.0|Lot 18 Range III Mazenod Township, QC, CAN|2012-10-23T00:00:00|2014-08-25T23:59:59
TA|D52A|46.976398|-78.411697|359.0|ZEK Kipawa Senerzegues Township, QC, CAN|2012-10-31T00:00:00|2014-08-26T23:59:59
TA|D53A|47.079498|-77.700104|347.0|Lac Vacive, Pontiac, Mrc, QC, CAN|2012-09-01T00:00:00|2014-09-16T23:59:59
TA|D54A|47.152|-76.656998|415.0|Lac Fusel, La Vallee-de-La-Gatineau, QC, CAN|2012-09-02T00:00:00|2014-09-17T23:59:59
TA|D55A|47.019001|-75.473198|331.0|Sainte-Anne-du-Lac, QC, CAN|2013-08-09T00:00:00|2015-06-30T23:59:59
TA|D56A|47.0485|-74.756798|421.0|ZEC Mazanza, Mont-Saint-Michel, QC, CAN|2013-07-29T00:00:00|2015-07-02T23:59:59
TA|D57A|47.0172|-73.887802|422.0|Chemin Vers le Barrage, Saint-Michel-Des-Saints, Q|2013-08-18T00:00:00|2015-07-16T23:59:59
TA|D58A|47.095402|-72.882599|398.0|Chemin du LacGrosbois, Trois-Rives, QC, CAN|2013-08-16T00:00:00|2015-07-22T23:59:59
TA|D59A|47.007301|-71.8358|204.0|Saint-Raymond, QC, CAN|2013-07-31T00:00:00|2015-07-24T23:59:59
TA|D60A|46.913898|-70.923698|40.0|Saint Jean D'Orleans, QC, CAN|2013-08-01T00:00:00|2015-07-23T23:59:59
TA|D61A|47.202202|-70.186798|146.0|St Aubert, Comte d'Islet, QC, CAN|2013-08-02T00:00:00|2015-07-27T23:59:59
TA|D62A|47.081902|-69.050102|189.0|Allapoint, Allagash, ME, USA|2013-10-08T00:00:00|2015-09-10T23:59:59
TA|D63A|47.036999|-68.106598|256.0|Stockholm, ME, USA|2013-09-19T00:00:00|2015-09-01T23:59:59
TA|E03A|46.545898|-123.563202|72.8|Lebam, WA, USA|2005-10-26T00:00:00|2009-01-08T23:59:59
TA|E04A|46.593399|-122.720398|215.2|Onalaska, WA, USA|2005-10-27T00:00:00|2008-02-12T23:59:59
TA|E04D|46.556599|-122.567299|204.0|Cinebar, WA, USA|2010-08-26T00:00:00|2016-06-07T23:59:59
TA|E05A|46.560501|-121.760803|1481.0|Randle, WA, USA|2005-10-29T00:00:00|2008-02-11T23:59:59
TA|E06A|46.543301|-120.979103|911.0|Yakima, WA, USA|2006-08-28T00:00:00|2008-05-13T23:59:59
TA|E07A|46.558498|-119.854797|561.0|Sunnyside, WA, USA|2006-08-30T00:00:00|2008-12-03T23:59:59
TA|E08A|46.4911|-119.059502|233.0|Dider Farm, Eltopia, WA, USA|2006-09-26T00:00:00|2008-12-03T23:59:59
TA|E09A|46.513901|-118.1455|304.0|Wood Farm, Starbuck, WA, USA|2006-09-26T00:00:00|2009-01-08T23:59:59
TA|E10A|46.485001|-117.110199|903.0|Myers Farm, Uniontown, WA, USA|2006-09-28T00:00:00|2008-06-20T23:59:59
TA|E11A|46.3559|-116.209198|831.0|Bogner Ranch, Nez Perce, ID, USA|2006-11-13T00:00:00|2008-06-06T23:59:59
TA|E12A|46.4151|-115.570503|1555.0|Beaver Dam Saddle, Pierce, ID, USA|2007-08-23T00:00:00|2009-07-23T23:59:59
TA|E13A|46.442299|-114.188004|1257.0|Victor, MT, USA|2006-10-11T00:00:00|2009-06-11T23:59:59
TA|E14A|46.416199|-113.492599|1675.0|Clinton, MT, USA|2006-10-12T00:00:00|2009-06-12T23:59:59
TA|E15A|46.424599|-112.641197|1520.0|Deer Lodge, MT, USA|2006-10-10T00:00:00|2009-06-12T23:59:59
