#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
TA|L10A|42.077301|-116.4711|1537.0|Juniper Basin Ranch, Riddle, ID, USA|2007-01-10T00:00:00|2008-08-16T23:59:59
TA|L11A|42.166901|-115.754097|1511.0|Cat Creek Ranch, Riddle, ID, USA|2007-01-08T00:00:00|2008-08-14T23:59:59
TA|L12A|42.146|-115.016197|1756.0|House Creek Ranch, Rogerson, ID, USA|2006-12-21T00:00:00|2008-08-08T23:59:59
TA|L13A|42.0886|-113.944397|1482.0|Double Diamond Ranch, Oakley, ID, USA|2006-12-13T00:00:00|2008-08-07T23:59:59
TA|L14A|42.034302|-113.239799|1528.0|Malta, ID, USA|2007-07-17T00:00:00|2009-05-08T23:59:59
TA|L14K|61.3416|-162.6829|41.0|Kuka Creek, AK, USA|2017-05-27T00:00:00|2020-09-22T23:59:59
TA|L15A|42.004101|-112.386002|1645.6|Malad City, ID, USA|2007-07-13T00:00:00|2009-05-05T23:59:59
TA|L15K|61.678|-161.4869|219.0|Ungalak Mountain, AK, USA|2017-05-28T00:00:00|2021-05-15T23:59:59
TA|L16A|42.0149|-111.4319|2013.0|Fish Haven, ID, USA|2007-07-13T00:00:00|2009-05-06T23:59:59
TA|L16K|61.7105|-159.4747|227.0|Owhat River, AK, USA|2017-05-14T00:00:00|2020-10-20T23:59:59
TA|L17A|42.099499|-110.872704|1996.0|Cokeville, WY, USA|2007-11-04T00:00:00|2009-05-06T23:59:59
TA|L17K|62.1344|-158.2972|338.0|Donlin, AK, USA|2017-05-14T00:00:00|2020-04-30T23:59:59
TA|L18A|41.924301|-110.0364|2051.0|Fontenelle, Green River, WY, USA|2007-11-03T00:00:00|2009-10-17T23:59:59
TA|L18K|62.2195|-156.6886|329.0|Granite Mountain, AK, USA|2017-05-10T00:00:00|2019-10-03T23:59:59
TA|L19A|42.1012|-109.357498|2034.0|Farson, WY, USA|2007-10-24T00:00:00|2009-10-15T23:59:59
TA|L19K|62.1816|-154.8543|650.0|White Mountain, AK, USA|2015-06-20T00:00:00|2019-10-03T23:59:59
TA|L20A|42.007301|-108.339798|2028.0|Wamsutter, WY, USA|2007-10-26T00:00:00|2009-10-16T23:59:59
TA|L20K|62.4787|-153.8798|673.0|Farewell, AK, USA|2015-08-17T00:00:00|2019-10-03T23:59:59
TA|L21A|41.9641|-107.369499|2065.0|Rawlins, WY, USA|2007-10-31T00:00:00|2009-10-10T23:59:59
TA|L22A|42.030998|-106.4338|2012.0|Ellis Ranch, Medicine Bow, WY, USA|2007-11-26T00:00:00|2010-05-13T23:59:59
TA|L22K|62.5258|-150.7703|817.0|Petersville, AK, USA|2019-07-18T00:00:00|2019-10-16T23:59:59
TA|L23A|42.1143|-105.701202|2153.0|Garrett, WY, USA|2008-07-17T00:00:00|2010-05-14T23:59:59
TA|L24A|42.043201|-104.932602|1479.0|Wheatland, WY, USA|2008-07-13T00:00:00|2010-05-11T23:59:59
TA|L25A|42.1548|-103.965698|1379.0|Engebretsen Ranch, Morrill, NE, USA|2008-11-22T00:00:00|2010-10-07T23:59:59
TA|L26A|42.036701|-103.079498|1248.0|Underwood Farm, Alliance, NE, USA|2008-11-24T00:00:00|2010-10-05T23:59:59
TA|L26K|63.0254|-143.3478|650.0|Log Cabin Wilderness Lodge, Tok, AK, USA|2014-07-23T00:00:00|2019-09-26T23:59:59
TA|L27A|42.083698|-102.315399|1186.0|T5 Ranch, Ellsworth, NE, USA|2008-11-23T00:00:00|2010-10-05T23:59:59
TA|L27K|63.0618|-141.8275|755.0|Beaver Creek, Northway Junction, AK, USA|2014-07-25T00:00:00|2021-08-01T23:59:59
TA|L28A|42.007301|-101.5196|1155.0|Connealy Angus Ranch, Whitman, NE, USA|2009-06-05T00:00:00|2011-04-09T23:59:59
TA|L29A|42.064098|-100.477898|901.0|Maesberg Ranch, Thedford, NE, USA|2009-06-04T00:00:00|2011-04-09T23:59:59
TA|L29M|63.109|-138.129|918.0|Grand Valley Creek, YT, CAN|2016-07-27T00:00:00|2021-07-23T23:59:59
TA|L30A|41.9492|-99.719597|782.0|Spencer Herefords Ranch, Brewster, NE, USA|2009-09-07T00:00:00|2011-04-09T23:59:59
TA|L31A|42.175999|-98.838699|670.0|Butterfield Farm, Chambers, NE, USA|2009-09-10T00:00:00|2011-08-22T23:59:59
TA|L32A|42.004501|-98.008003|586.0|Elgin, NE, USA|2010-07-18T00:00:00|2012-04-25T23:59:59
TA|L33A|42.165901|-97.2724|556.0|Hoskins, NE, USA|2010-06-18T00:00:00|2012-04-30T23:59:59
TA|L34A|41.966599|-96.376198|424.0|Svendsen Farm, Lyons, NE, USA|2010-05-31T00:00:00|2012-04-25T23:59:59
TA|L35A|42.112301|-95.5448|410.0|Bielow Farm, Ricketts, IA, USA|2010-06-07T00:00:00|2012-04-26T23:59:59
TA|L36A|42.100899|-94.667603|353.0|Harm Buss Farm, Glidden, IA, USA|2010-11-07T00:00:00|2012-10-21T23:59:59
TA|L37A|42.124599|-93.754601|312.0|Phoenix Point, Boone, IA, USA|2010-11-08T00:00:00|2012-08-28T23:59:59
TA|L38A|42.140999|-92.959702|300.0|Oak Wood Farm, Albion, IA, USA|2010-11-09T00:00:00|2012-08-28T23:59:59
TA|L39A|42.123402|-92.000702|261.0|Vinton, IA, USA|2011-06-13T00:00:00|2013-06-02T23:59:59
TA|L40A|42.062801|-91.221802|242.0|Anamosa, IA, USA|2011-06-18T00:00:00|2013-11-27T23:59:59
TA|L41A|42.0751|-90.497704|238.0|Preston, IA, USA|2011-06-09T00:00:00|2013-05-13T23:59:59
TA|L42A|42.004002|-89.667|257.0|Oliver, Polo, IL, USA|2011-11-05T00:00:00|2013-11-19T23:59:59
TA|L43A|42.1833|-88.742302|266.0|Garden Prairie, IL, USA|2011-09-17T00:00:00|2013-06-14T23:59:59
TA|L44A|42.1782|-87.911903|202.0|Ryerson Woods, Lake Cnty Forest Preserve, IL, USA|2011-10-10T00:00:00|2019-03-14T23:59:59
TA|L46A|42.012699|-86.295502|223.0|Eue Claire, MI, USA|2012-09-08T00:00:00|2014-05-27T23:59:59
TA|L47A|41.975601|-85.202103|282.0|Sherwood, MI, USA|2012-07-23T00:00:00|2014-06-15T23:59:59
TA|L48A|41.943802|-84.432899|369.0|N Adams, MI, USA|2012-07-21T00:00:00|2014-05-23T23:59:59
TA|L49A|42.108799|-83.767197|230.0|Milan, MI, USA|2012-07-20T00:00:00|2014-06-26T23:59:59
TA|L50A|42.042999|-82.809502|187.0|Kingsville, ON, CAN|2012-12-09T00:00:00|2014-07-25T23:59:59
TA|L53A|41.953899|-80.259804|355.0|Girard, PA, USA|2013-01-16T00:00:00|2015-05-15T23:59:59
TA|L54A|42.234501|-79.3162|432.0|Sinclairville, NY, USA|2013-03-26T00:00:00|2014-10-27T23:59:59
TA|L55A|42.183102|-78.436798|633.0|Hinsdale, NY, USA|2013-01-24T00:00:00|2014-10-14T23:59:59
TA|L56A|42.136501|-77.559097|688.0|Greenwood, NY, USA|2013-08-17T00:00:00|2015-06-15T23:59:59
TA|L57A|42.0005|-76.849197|546.0|Andrews Acres Farm, Gillet, PA, USA|2013-08-29T00:00:00|2015-05-19T23:59:59
TA|L58A|42.044701|-75.850197|447.0|Harry Jones Memorial, Binghamton, NY, USA|2013-07-03T00:00:00|2015-08-08T23:59:59
TA|L59A|42.190201|-75.042603|677.0|Walton, NY, USA|2013-09-03T00:00:00|2015-06-11T23:59:59
TA|L60A|41.988998|-74.222603|388.0|Shokan, NY, USA|2013-09-04T00:00:00|2015-05-28T23:59:59
TA|L61A|42.193401|-73.554298|275.0|Hillsdale 1, Hillsdale, NY, USA|2013-09-14T00:00:00|2015-06-06T23:59:59
TA|L61B|42.449799|-72.680199|261.0|Northampton, MA, USA|2013-09-10T00:00:00|2019-03-14T23:59:59
TA|L62A|42.032799|-72.661697|49.0|Suffield, CT, USA|2013-09-06T00:00:00|2015-06-06T23:59:59
TA|L63A|41.863098|-71.609497|109.0|North Scituate, RI, USA|2013-09-11T00:00:00|2015-09-17T23:59:59
TA|L64A|41.935902|-70.839104|17.0|Middleborough, MA, USA|2013-09-12T00:00:00|2015-09-26T23:59:59
TA|L65A|42.029499|-70.052803|50.0|Cape Cod National Seashore, MA, USA|2013-09-27T00:00:00|2015-09-24T23:59:59
TA|LAVA|38.755199|-120.739502|828.0|Lava Cap Winery, Placerville, CA, USA|2004-12-09T00:00:00|2007-12-08T23:59:59
TA|M01C|41.847301|-124.122101|38.0|Crescent City, CA, USA|2006-05-19T00:00:00|2007-11-16T23:59:59
TA|M02C|41.391998|-122.853798|960.0|Callahan, CA, USA|2005-06-30T00:00:00|2016-05-01T23:59:59
TA|M03C|41.2742|-122.122002|1047.0|McCloud, CA, USA|2005-07-13T00:00:00|2007-11-13T23:59:59
TA|M04C|41.7826|-121.839302|1391.0|Macdoel, CA, USA|2005-06-30T00:00:00|2016-04-25T23:59:59
TA|M05C|41.359299|-121.145699|1333.0|Lookout, CA, USA|2005-06-29T00:00:00|2007-10-10T23:59:59
TA|M06C|41.2047|-120.477203|1434.0|Likely Place Golf, Likely, CA, USA|2005-06-28T00:00:00|2007-10-21T23:59:59
TA|M07A|41.388401|-119.171097|1400.0|Soldier Meadows, NV, USA|2006-02-17T00:00:00|2008-04-15T23:59:59
TA|M08A|41.448299|-118.379204|1288.4|Happy Creek Ranch, Winnemucca, NV, USA|2006-02-14T00:00:00|2008-04-02T23:59:59
TA|M09A|41.423|-117.449699|1355.8|Marrel Ranch, Paradise Valley, NV, USA|2006-04-26T00:00:00|2008-04-01T23:59:59
TA|M10A|41.521999|-116.539597|1687.4|I.L. Ranch, Tuscararo, NV, USA|2006-05-05T00:00:00|2008-08-18T23:59:59
TA|M11A|41.431099|-115.791199|1849.0|Holland Ranch, North Fork, NV, USA|2006-05-06T00:00:00|2008-08-11T23:59:59
TA|M11K|60.3849|-166.2011|3.0|Mekoryuk, AK, USA|2017-05-24T00:00:00|2020-10-20T23:59:59
TA|M12A|41.415699|-114.9151|1930.0|Wells, NV, USA|2006-05-05T00:00:00|2008-08-09T23:59:59
TA|M13A|41.360199|-114.165497|1514.0|Montello, NV, USA|2006-05-04T00:00:00|2008-08-19T23:59:59
TA|M13K|60.4135|-163.35|9.0|Dall Lake, AK, USA|2017-05-23T00:00:00|2021-05-15T23:59:59
TA|M14A|41.502998|-113.347099|1318.0|Sheep Mountain BLM, Rosette, UT, USA|2007-02-10T00:00:00|2008-08-21T23:59:59
TA|M14K|60.7515|-161.96|19.0|Bethel, AK, USA|2017-05-22T00:00:00|2020-10-20T23:59:59
TA|M15A|41.4632|-112.447701|1348.0|Larsen Ranch, Promontory, UT, USA|2007-02-12T00:00:00|2009-04-08T23:59:59
TA|M15K|60.6947|-160.6884|210.0|Kasigluk River, AK, USA|2017-05-21T00:00:00|2021-05-14T23:59:59
TA|M16A|41.314602|-111.629799|1872.0|Huntsville, UT, USA|2007-07-09T00:00:00|2009-04-21T23:59:59
TA|M16K|61.0224|-158.9593|394.0|Timber Creek, AK, USA|2017-05-12T00:00:00|2020-09-22T23:59:59
TA|M17A|41.4729|-110.666397|2101.0|Scullys Gap (BLM), Evanston, WY, USA|2007-10-31T00:00:00|2009-10-17T23:59:59
TA|M17K|61.4009|-157.4375|387.0|Holitna River, AK, USA|2017-05-08T00:00:00|2021-05-08T23:59:59
TA|M18A|41.4272|-110.067398|2103.0|Lyman, WY, USA|2007-10-27T00:00:00|2009-05-21T23:59:59
TA|M18K|61.4907|-155.8242|289.0|Stony River, AK, USA|2017-05-09T00:00:00|2021-05-08T23:59:59
TA|M19A|41.5047|-109.156898|2080.0|Rock Springs, WY, USA|2007-10-24T00:00:00|2009-10-14T23:59:59
TA|M19K|61.9037|-154.3915|521.0|Big River Lodge, Big River, AK, USA|2015-06-19T00:00:00|2019-09-09T23:59:59
TA|M20A|41.490601|-108.186501|2134.0|Sweetwater, Wamsutter, WY, USA|2007-11-02T00:00:00|2009-10-18T23:59:59
TA|M20K|61.8823|-153.1318|1107.0|Styx River, AK, USA|2015-06-21T00:00:00|2019-10-13T23:59:59
TA|M21A|41.606701|-107.363503|2275.0|Separation Peak, Rawlins, WY, USA|2007-11-01T00:00:00|2009-10-09T23:59:59
TA|M22A|41.403301|-106.595802|2334.0|Cedar Creek Ranch, Saratoga, WY, USA|2007-11-25T00:00:00|2010-05-15T23:59:59
TA|M22K|61.7531|-150.1205|57.0|Willow, AK, USA|2015-05-05T00:00:00|2021-09-09T23:59:59
TA|M23A|41.467999|-105.722099|2166.0|Laramie, WY, USA|2008-07-15T00:00:00|2010-05-13T23:59:59
TA|M23K|61.7929|-147.7262|583.0|Glacier View, AK, USA|2016-04-12T00:00:00|2020-04-16T23:59:59
TA|M24A|41.467602|-104.824799|1816.0|Cheyenne, WY, USA|2008-07-14T00:00:00|2010-05-11T23:59:59
TA|M24K|62.1067|-146.175|908.0|Tolsona, Glennallen, AK, USA|2014-08-02T00:00:00|2020-07-30T23:59:59
TA|M25A|41.4347|-104.055099|1636.0|Palm-Egli Farm, Albin, WY, USA|2008-11-13T00:00:00|2010-10-09T23:59:59
TA|M26A|41.466099|-103.1427|1348.0|McRoberts Ranch, Bridgeport, NE, USA|2008-12-06T00:00:00|2010-10-08T23:59:59
TA|M26K|62.4013|-142.9963|888.0|Nabesna, AK, USA|2015-07-12T00:00:00|2019-10-03T23:59:59
TA|M27A|41.528099|-102.387199|1147.0|Reverse DX Ranch, Oshkosh, NE, USA|2008-12-05T00:00:00|2010-10-10T23:59:59
TA|M27K|62.3579|-141.878|1536.0|Edge Creek, AK, USA|2015-07-12T00:00:00|2019-10-03T23:59:59
TA|M28A|41.395599|-101.371498|1071.0|Bar X Bar Ranch, Keystone, NE, USA|2009-05-14T00:00:00|2011-04-11T23:59:59
TA|M29A|41.444099|-100.689201|952.0|Burnside Ranch, Stapleton, NE, USA|2009-05-12T00:00:00|2011-04-07T23:59:59
TA|M29M|62.4435|-138.4624|1297.0|Somme Creek, YT, CAN|2016-07-26T00:00:00|2021-07-23T23:59:59
TA|M30A|41.537102|-99.872299|853.0|Dale-Ortello Valley, Anselmo, NE, USA|2009-05-18T00:00:00|2011-04-10T23:59:59
TA|M30M|62.5763|-136.7935|782.0|Minto, Yukon, CA|2015-10-18T00:00:00|2021-07-25T23:59:59
TA|M31A|41.344002|-98.976601|699.0|Lambtecht Ranch, Loup City, NE, USA|2009-09-09T00:00:00|2011-08-18T23:59:59
TA|M31M|62.2024|-134.3906|639.0|Drury Creek, Yukon, CA|2015-10-17T00:00:00|2021-07-26T23:59:59
TA|M33A|41.572601|-97.195|503.0|Taylor Creek Farms, Clarkson, NE, USA|2010-06-16T00:00:00|2012-04-23T23:59:59
TA|M34A|41.502499|-96.583|415.0|Aspy Farms, Fremont, NE, USA|2010-05-30T00:00:00|2012-04-23T23:59:59
TA|M35A|41.466499|-95.694504|363.0|Neola, IA, USA|2010-06-15T00:00:00|2012-04-24T23:59:59
TA|M36A|41.453701|-94.802101|430.0|Felix, Anita, IA, USA|2010-11-06T00:00:00|2012-08-31T23:59:59
TA|M37A|41.402802|-94.057503|325.0|Trindle Farm, Earlham, IA, USA|2010-10-28T00:00:00|2012-08-29T23:59:59
TA|M38A|41.4175|-93.196503|258.0|Pleasantville, IA, USA|2010-11-11T00:00:00|2012-08-29T23:59:59
TA|M39A|41.4786|-92.172501|264.0|Webster, IA, USA|2011-06-16T00:00:00|2013-05-12T23:59:59
TA|M40A|41.405998|-91.5121|223.0|Post Highland Seismo, Ainsworth, IA, USA|2011-08-25T00:00:00|2013-05-08T23:59:59
TA|M41A|41.375|-90.542198|226.0|Milan, IL, USA|2011-07-31T00:00:00|2013-09-06T23:59:59
TA|M42A|41.454601|-89.758102|212.0|Sheffield, IL, USA|2011-07-30T00:00:00|2013-05-06T23:59:59
TA|M43A|41.436501|-88.958099|190.0|Waltham Township, Utica, IL, USA|2011-10-25T00:00:00|2013-07-13T23:59:59
TA|M44A|41.388199|-88.043198|207.0|Midewin, Midewin Nat. Tallgrass Prarie, IL, USA|2011-10-21T00:00:00|2013-11-08T23:59:59
TA|M45A|41.3881|-87.250397|216.0|Boilermakers Shaker, Crown Point, IN, USA|2011-10-23T00:00:00|2013-07-14T23:59:59
TA|M46A|41.407902|-86.352402|242.0|Old House Field, Plymouth, IN, USA|2011-10-24T00:00:00|2013-07-14T23:59:59
TA|M47A|41.359402|-85.621399|283.0|Cromwell, IN, USA|2012-09-05T00:00:00|2014-06-07T23:59:59
TA|M48A|41.4846|-84.717102|258.0|Edgerton, OH, USA|2012-07-22T00:00:00|2014-05-23T23:59:59
TA|M49A|41.474499|-83.975197|203.0|Liberty Center, OH, USA|2012-07-17T00:00:00|2014-05-23T23:59:59
TA|M50A|41.4035|-83.042801|176.0|Fremont, OH, USA|2012-07-18T00:00:00|2014-05-14T23:59:59
TA|M51A|41.3321|-82.183098|239.0|Elyria, OH, USA|2012-08-29T00:00:00|2015-05-15T23:59:59
TA|M52A|41.540501|-81.357002|382.0|Chesterland, OH, USA|2013-01-17T00:00:00|2014-10-28T23:59:59
TA|M53A|41.439301|-80.675003|334.0|WI Miller and Sons, Farmdale, OH, USA|2013-01-14T00:00:00|2018-09-27T23:59:59
TA|M54A|41.5079|-79.664703|488.0|Oil Creek State Park, Oil City, PA, USA|2010-11-04T00:00:00|2016-04-15T23:59:59
TA|M55A|41.468601|-78.7649|531.0|Ridgway, PA, USA|2013-01-26T00:00:00|2014-10-14T23:59:59
TA|M56A|41.4837|-78.182602|493.0|Emporium, PA, USA|2013-05-20T00:00:00|2015-05-14T23:59:59
TA|M57A|41.3372|-77.127998|319.0|Sunshine Farm, Cogan Station, PA, USA|2013-08-30T00:00:00|2015-05-18T23:59:59
TA|M58A|41.372101|-76.460297|529.0|Price's Panorama, Muncy Valley, PA, USA|2013-07-02T00:00:00|2015-05-20T23:59:59
TA|M59A|41.541302|-75.432098|471.0|Waymart, PA, USA|2013-06-12T00:00:00|2015-05-20T23:59:59
TA|M60A|41.3265|-74.625|292.0|Port Jervis, NY, USA|2013-08-31T00:00:00|2015-05-23T23:59:59
TA|M61A|41.310398|-73.767303|190.0|Granite Springs, NY, USA|2013-05-30T00:00:00|2015-05-25T23:59:59
TA|M62A|41.442299|-72.893898|24.0|Hamden, CT, USA|2013-09-12T00:00:00|2015-06-04T23:59:59
TA|M63A|41.403801|-72.046402|44.0|Gales Ferry, CT, USA|2013-09-07T00:00:00|2015-06-05T23:59:59
TA|M64A|41.5509|-71.210197|17.0|Tiverton, RI, USA|2013-09-12T00:00:00|2015-09-17T23:59:59
TA|M65A|41.562|-70.6466|22.0|Busby, Falmouth, MA, USA|2012-03-30T00:00:00|2022-01-18T23:59:59
TA|M66A|41.258999|-70.1353|9.0|Nantucket, MA, USA|2013-09-28T00:00:00|2015-09-26T23:59:59
TA|MDND|47.848099|-99.602898|479.0|Maddock, ND, USA|2008-10-04T00:00:00|2018-08-15T23:59:59
TA|MSTX|33.969601|-102.7724|1167.0|Muleshoe, TX, USA|2008-04-23T00:00:00|2018-08-15T23:59:59
TA|N02C|40.821999|-123.305702|717.0|Big Bar, CA, USA|2005-07-01T00:00:00|2007-11-19T23:59:59
TA|N02D|40.973999|-122.705002|937.0|Trinity Center, CA, USA|2009-11-05T00:00:00|2016-04-28T23:59:59
TA|N06A|40.748402|-119.834602|1341.0|Buffalo Meadows, Empire, NV, USA|2006-07-13T00:00:00|2008-04-14T23:59:59
TA|N07A|40.772099|-118.971603|1305.5|Gerlach, NV, USA|2006-02-21T00:00:00|2006-04-27T23:59:59
TA|N07B|40.779701|-118.9711|1302.0|Gerlach, NV, USA|2006-04-27T00:00:00|2008-03-18T23:59:59
TA|N08A|40.781101|-118.133698|1492.9|GE Springer Mine, Mill City, NV, USA|2006-02-15T00:00:00|2008-03-20T23:59:59
TA|N09A|40.852001|-117.524399|1617.3|Rock Creek Ranch, Golconda, NV, USA|2006-04-20T00:00:00|2008-03-07T23:59:59
TA|N10A|40.718601|-116.508003|1392.0|Dunphy, NV, USA|2006-05-02T00:00:00|2008-08-15T23:59:59
TA|N11A|40.8167|-115.736|1643.0|Elko Archery Club, Elko, NV, USA|2006-05-03T00:00:00|2008-08-13T23:59:59
TA|N12A|40.8522|-115.038696|1786.0|Clover Valley, Wells, NV, USA|2006-05-10T00:00:00|2008-08-09T23:59:59
TA|N13A|40.855598|-114.204498|1385.0|Wendover, West Wendover, NV, USA|2006-05-19T00:00:00|2008-08-20T23:59:59
TA|N14A|40.851299|-113.186699|1325.0|Grayback Hills BLM, Clive, UT, USA|2007-02-20T00:00:00|2008-08-20T23:59:59
TA|N14K|59.9237|-161.6852|21.0|Kuskokwak Creek, AK, USA|2017-05-19T00:00:00|2021-05-14T23:59:59
TA|N15A|40.890301|-112.520103|1408.0|Stansbury Island BLM, Grantsville, UT, USA|2007-02-18T00:00:00|2009-04-04T23:59:59
TA|N15K|60.1686|-160.0921|449.0|Kwethluk River, AK, USA|2017-05-20T00:00:00|2020-09-22T23:59:59
TA|N16A|40.886902|-111.436996|2028.0|Rees Ranch, Coalville, UT, USA|2007-07-10T00:00:00|2009-04-07T23:59:59
TA|N16K|60.4742|-158.769|582.0|Nishlik Lake, AK, USA|2016-05-28T00:00:00|2021-05-10T23:59:59
TA|N17A|40.942501|-110.833504|2500.0|Moffit Pass, UT, USA|2007-07-11T00:00:00|2009-04-22T23:59:59
TA|N17K|60.5269|-157.1867|350.0|Nushagak Hills, AK, USA|2017-05-13T00:00:00|2021-05-10T23:59:59
TA|N18A|40.976299|-109.673103|1893.0|Larsen Ranch, Manila, UT, USA|2007-07-24T00:00:00|2009-04-23T23:59:59
TA|N18K|60.6801|-155.8897|572.0|Kilae Creek, AK, USA|2015-06-13T00:00:00|2019-10-03T23:59:59
TA|N19A|40.8936|-109.1772|1703.0|John Jarvie Ranch (BLM), Flaming Gorge, UT, USA|2007-08-18T00:00:00|2009-04-24T23:59:59
TA|N19K|60.8132|-154.4838|1144.0|Bonanza Creek NPS repeater, AK, USA|2015-06-13T00:00:00|2019-10-03T23:59:59
TA|N20A|40.833801|-108.262604|2192.0|Spence Gulch, Sunbeam, CO, USA|2007-11-13T00:00:00|2010-06-10T23:59:59
TA|N20K|61.2001|-152.2089|991.0|Mount Spurr, AK, USA|2015-08-14T00:00:00|2020-04-25T23:59:59
TA|N21A|40.759998|-107.5196|2235.0|Black Mountain, Craig, CO, USA|2007-11-09T00:00:00|2009-10-23T23:59:59
TA|N22A|40.802299|-106.454399|2472.0|Wattenberg Ranch, Walden, CO, USA|2007-11-27T00:00:00|2010-06-11T23:59:59
TA|N23A|40.894699|-105.944|2458.0|Red Feather Lakes, CO, USA|2008-07-05T00:00:00|2019-03-04T23:59:59
TA|N24A|40.827099|-104.882401|1695.0|Carr, CO, USA|2008-07-08T00:00:00|2010-05-18T23:59:59
TA|N25A|40.813202|-104.087303|1607.0|Grover, CO, USA|2008-07-02T00:00:00|2010-05-18T23:59:59
TA|N25K|61.6061|-144.5982|1087.0|Chitina, Valdez-Cordova, AK, USA|2014-10-01T00:00:00|2020-04-25T23:59:59
TA|N26A|40.828899|-103.222099|1284.0|Koester Ranch, Padroni, CO, USA|2008-12-08T00:00:00|2010-10-11T23:59:59
TA|N27A|40.806301|-102.536697|1228.0|Anderson Farm, Haxtun, CO, USA|2008-12-04T00:00:00|2010-10-12T23:59:59
TA|N28A|40.687302|-101.540604|1009.0|Pribbeno Ranch, Imperial, NE, USA|2009-05-20T00:00:00|2011-04-06T23:59:59
TA|N29A|40.818901|-100.626404|897.0|Votaw Ranch, Wellfleet, NE, USA|2009-05-19T00:00:00|2011-04-11T23:59:59
TA|N30A|40.7957|-100.100098|842.0|Hueftle Ranch, Cozad, NE, USA|2009-05-21T00:00:00|2011-04-07T23:59:59
TA|N30M|61.4593|-137.0885|941.0|Aishikik Lake, Yukon, CAN|2016-05-01T00:00:00|2021-07-16T23:59:59
TA|N31A|40.823502|-98.954399|687.0|Bailey Ranch, Gibbon, NE, USA|2009-09-11T00:00:00|2011-08-18T23:59:59
TA|N31M|61.4817|-135.7796|716.0|Braeburn, Yukon, CA|2015-10-14T00:00:00|2021-07-25T23:59:59
TA|N32A|40.763901|-98.295502|587.0|Stulken Farm, Doniphan, NE, USA|2009-09-08T00:00:00|2011-08-19T23:59:59
TA|N32M|61.1512|-133.0818|816.0|Quiet Lake, YT, Canada|2016-05-11T00:00:00|2021-07-28T23:59:59
TA|N33A|40.7384|-97.4506|475.0|J Bar K, Exeter, NE, USA|2010-06-17T00:00:00|2012-04-22T23:59:59
TA|N34A|40.837799|-96.500504|401.0|Lincoln, NE, USA|2010-05-14T00:00:00|2012-04-22T23:59:59
TA|N35A|40.861198|-95.642502|353.0|Tabor, IA, USA|2010-05-15T00:00:00|2012-04-21T23:59:59
TA|N36A|40.815601|-94.960403|349.0|Muff Farm, Clarinda, IA, USA|2010-11-19T00:00:00|2012-08-31T23:59:59
TA|N37A|40.758202|-94.209503|351.0|Lee Faris, Mount Ayr, IA, USA|2010-10-27T00:00:00|2012-09-11T23:59:59
TA|N38A|40.793098|-93.235001|317.0|Joe's South Fork Station, Corydon, IA, USA|2010-11-15T00:00:00|2012-09-12T23:59:59
TA|N39A|40.877602|-92.502296|260.0|Derby Farms, Drakesville, IA, USA|2010-11-16T00:00:00|2012-12-05T23:59:59
TA|N40A|40.884102|-91.583702|208.0|Mertquake, Salem, IA, USA|2011-08-24T00:00:00|2013-09-05T23:59:59
TA|N41A|40.707699|-90.855202|226.0|Harden Midland Farm, Stronghurst, IL, USA|2011-08-23T00:00:00|2013-11-08T23:59:59
TA|N42A|40.828999|-90.0345|205.0|Yates City, IL, USA|2011-08-18T00:00:00|2013-04-14T23:59:59
TA|N43A|40.9394|-89.1735|215.0|Stutzman Family Farm, Minonk, IL, USA|2011-11-04T00:00:00|2013-07-14T23:59:59
TA|N44A|40.7953|-88.133301|202.0|Piper City, IL, USA|2011-10-16T00:00:00|2013-07-15T23:59:59
TA|N45A|40.8479|-87.511803|206.0|Kentland, IN, USA|2011-10-12T00:00:00|2013-07-11T23:59:59
TA|N46A|40.894901|-86.735199|209.0|Monticello, IN, USA|2011-10-13T00:00:00|2013-07-13T23:59:59
TA|N47A|40.8801|-85.694199|252.0|Urbana, IN, USA|2012-09-04T00:00:00|2014-05-12T23:59:59
TA|N48A|40.8591|-85.0271|250.0|Decatur, IN, USA|2012-08-31T00:00:00|2014-06-07T23:59:59
TA|N49A|40.922001|-84.182503|225.0|Columbus Grove, OH, USA|2012-09-03T00:00:00|2014-05-11T23:59:59
TA|N50A|40.771099|-83.148598|277.0|Nevada, OH, USA|2012-06-20T00:00:00|2014-06-02T23:59:59
TA|N51A|40.918301|-82.374802|343.0|Ashland, OH, USA|2012-08-28T00:00:00|2014-11-03T23:59:59
TA|N52A|40.8125|-81.687599|331.0|McGinn's Farm, Dalton, OH, USA|2013-01-15T00:00:00|2014-11-02T23:59:59
TA|N53A|40.806499|-80.8377|360.0|Lisbon, OH, USA|2012-12-11T00:00:00|2014-10-24T23:59:59
TA|N54A|40.9617|-79.989197|408.0|Moraine State Park, Portersville, PA, USA|2010-11-06T00:00:00|2016-04-19T23:59:59
TA|N55A|40.7808|-78.986198|559.0|Marion Center, PA, USA|2012-12-12T00:00:00|2014-11-05T23:59:59
TA|N56A|40.917099|-78.295303|561.0|West Decatur, PA, USA|2013-05-21T00:00:00|2015-05-10T23:59:59
TA|N57A|40.7556|-77.550903|306.0|Milroy, PA, USA|2013-05-13T00:00:00|2015-05-10T23:59:59
TA|N58A|40.8396|-76.715797|200.0|Sunbury, PA, USA|2013-07-04T00:00:00|2015-05-14T23:59:59
